Numero;Area;Idioma;Gabarito;sim_AB;sim_AC;sim_AD;sim_AE;sim_BC;sim_BD;sim_BE;sim_CD;sim_CE;sim_DE;tem_alternativa_imagem;sim_media;sim_maxima;par_mais_similar
1;Linguagens, Códigos e suas Tecnologias;Inglês;A;0.5695318579673767;0.47221505641937256;0.30929073691368103;0.5693719387054443;0.5295112133026123;0.3692626655101776;0.5634949207305908;0.5477983355522156;0.6806949377059937;0.35744786262512207;;0.49686195254325866;0.6806949377059937;CE
1;Linguagens, Códigos e suas Tecnologias;Espanhol;D;0.3922296166419983;0.28064069151878357;0.5838611125946045;0.36183223128318787;0.2941824793815613;0.34904855489730835;0.3206084966659546;0.284604012966156;0.5798497200012207;0.36050283908843994;;0.3807359755039215;0.5838611125946045;AD
2;Linguagens, Códigos e suas Tecnologias;Inglês;E;0.4585522413253784;0.32893121242523193;0.5058482885360718;0.3682057857513428;0.3730470836162567;0.2855411171913147;0.4161356985569;0.13531862199306488;0.2570554316043854;0.5223712921142578;;0.36510067731142043;0.5223712921142578;DE
2;Linguagens, Códigos e suas Tecnologias;Espanhol;B;0.4444003105163574;0.21929669380187988;0.43298396468162537;0.2371535301208496;0.34957581758499146;0.5454558730125427;0.4944029748439789;0.3620319366455078;0.1716824173927307;0.38680577278137207;;0.3643789291381836;0.5454558730125427;BD
3;Linguagens, Códigos e suas Tecnologias;Inglês;D;0.23377764225006104;0.422878623008728;0.3830907940864563;0.21061629056930542;0.41362589597702026;0.45166510343551636;0.23026713728904724;0.5363332033157349;0.41998669505119324;0.5148012042045593;;0.3817042589187622;0.5363332033157349;CD
3;Linguagens, Códigos e suas Tecnologias;Espanhol;A;0.3071584701538086;0.5112035870552063;0.37460216879844666;0.3649529814720154;0.19684745371341705;0.3739274740219116;0.10191164165735245;0.5613354444503784;0.6386459469795227;0.3524462580680847;;0.37830314263701437;0.6386459469795227;CE
4;Linguagens, Códigos e suas Tecnologias;Inglês;D;0.238770991563797;0.16555649042129517;0.23533973097801208;0.22607725858688354;0.2580752372741699;0.4403038024902344;0.22338277101516724;0.3782455325126648;0.17164717614650726;0.2931988537311554;;0.2630597844719887;0.4403038024902344;BD
4;Linguagens, Códigos e suas Tecnologias;Espanhol;C;0.275826096534729;0.2025199681520462;0.3273789584636688;0.34917813539505005;0.49660027027130127;0.3718279004096985;0.3301045894622803;0.3294367492198944;0.1794702112674713;0.32089900970458984;;0.31832418888807296;0.49660027027130127;BC
5;Linguagens, Códigos e suas Tecnologias;Inglês;D;0.41394397616386414;0.4037899374961853;0.6369057297706604;0.6173446178436279;0.6098721027374268;0.5466312170028687;0.3935698866844177;0.5984125733375549;0.5687103867530823;0.6244685053825378;;0.5413648933172226;0.6369057297706604;AD
5;Linguagens, Códigos e suas Tecnologias;Espanhol;D;0.3900924623012543;0.43659695982933044;0.5255020260810852;0.47355905175209045;0.5387558341026306;0.5457435846328735;0.38942277431488037;0.5013253688812256;0.402150958776474;0.5673558712005615;;0.4770504891872406;0.5673558712005615;DE
6;Linguagens, Códigos e suas Tecnologias;;C;0.4167587459087372;0.4623209536075592;0.5692523717880249;0.5314877033233643;0.4596482813358307;0.2816547453403473;0.5368057489395142;0.31218421459198;0.5462427735328674;0.4554617404937744;;0.45718172788619993;0.5692523717880249;AD
7;Linguagens, Códigos e suas Tecnologias;;E;0.4232760965824127;0.4673478901386261;0.4796622693538666;0.30084139108657837;0.5651180148124695;0.4197220504283905;0.35600602626800537;0.5284552574157715;0.3945392966270447;0.26027819514274597;;0.41952464878559115;0.5651180148124695;BC
8;Linguagens, Códigos e suas Tecnologias;;C;0.23920828104019165;0.45014822483062744;0.4737406373023987;0.3510686457157135;0.3214608430862427;0.4883967936038971;0.27777621150016785;0.35948970913887024;0.4222702980041504;0.35090816020965576;;0.3734467804431915;0.4883967936038971;BD
9;Linguagens, Códigos e suas Tecnologias;;E;0.3678296208381653;0.45053520798683167;0.35284698009490967;0.34579774737358093;0.25598305463790894;0.31321194767951965;0.17266607284545898;0.4896259903907776;0.21769042313098907;0.3302869200706482;;0.329647396504879;0.4896259903907776;CD
10;Linguagens, Códigos e suas Tecnologias;;D;0.5255215167999268;0.3984367847442627;0.46225613355636597;0.31651803851127625;0.28995978832244873;0.47562164068222046;0.5430218577384949;0.25526970624923706;0.34681177139282227;0.4076208472251892;;0.40210380852222444;0.5430218577384949;BE
11;Linguagens, Códigos e suas Tecnologias;;A;0.5025132298469543;0.43753987550735474;0.7178472280502319;0.38437527418136597;0.44580772519111633;0.5099015235900879;0.3889216184616089;0.4068087041378021;0.36342358589172363;0.3417942523956299;;0.44989330172538755;0.7178472280502319;AD
12;Linguagens, Códigos e suas Tecnologias;;E;0.43178126215934753;0.3076813519001007;0.4176555275917053;0.37809377908706665;0.3830394744873047;0.3788045644760132;0.3549917936325073;0.37301427125930786;0.29778268933296204;0.29654645919799805;;0.36193911731243134;0.43178126215934753;AB
